CURRENT CONGREGATION,ORIGINAL CONGREGATION,FULL ADDRESS,ZIP CODE,YEAR ORIGINAL BUILDING COMPLETED,CIRCA/PRE/POST,ORIGINAL ARCHITECT,Phila Register (Ind),Phila Register (District),National Register (Ind),National Register (District),NHL,HABS,DATE SOURCE,ARCHITECT SOURCE,CITY COUNCIL,PLANNING DISTRICT,SINGLE BUILDING/COMPLEX,ORIGINAL FAITH,CURRENT FAITH,ADD1,ADD1YR,ADD1ARCH,ADD2,ADD2YR,ADD2ARCH,ADD3,ADD3YR,ADD3ARCH,ARTISANS,EXTMAT1,EXTMAT2,NOTES,DEMOLITION PERMITS (SINCE 2006),CENSUS OF STAINED GLASS,COVENANT ON FILE,COOPERMAN INVENTORY,CHANGE IN FAITH/DENOMINATION,TAX PARCEL #,AKA ADDRESS,OWNER1,OWNER2,CENSUS,Geocode Address,FOR SALE/SOLD/CLOSED/VACANT,UNSAFE/IMM.DANG.,Icon
MOUNT PISGAH UNITED METHODIST CHURCH,MOUNT PISGAH METHODIST EPISCOPAL CHURCH,238-244 E. CAMBRIA STREET,19134,,,,NO,NO,NO,NO,NO,NO,,,7,NORTH,,METHODIST,METHODIST,,,,,,,,,,,BRICK,,,,NO,NO,NO,NO,777097000,,DEL BARRIO INGLESIA,,176,"238 E. CAMBRIA STREET Philadelphia, PA",,,small_red
PATHWAY EVANGELISTIC CHURCH,HERMON PRESBYTERIAN CHURCH,4837 FRANKFORD AVENUE,19124,1868,,,NO,NO,NO,NO,NO,NO,,,7,LOWER NORTHEAST,,PRESBYTERIAN,NON-DENOMINATIONAL,ADDITIONS/ALTERATIONS (PAB),1889,,ADDITIONS/ALTERATIONS (PAB),1923,SAVERY & SHEETZ,,,,,SCHIST,,,,NO,NO,NO,YES,778155000,,PATHWAY EVANGELISTIC CHUR,,300,"4837  FRANKFORD AVENUE Philadelphia, PA",CLOSED?,,small_red
KENSINGTON ASSEMBLY OF GOD,SAINT JOHN'S EVANGELICAL REFORMED CHURCH,3375 FRANKFORD AVENUE,19134,1910,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,1,RIVER WARDS,,,ASSEMBLY OF GOD,,,,,,,,,,,,,,,NO,NO,NO,,777135000,,KENSINGTON ASSEMBLY OF GO,,188,"3375  FRANKFORD AVENUE Philadelphia, PA",,,small_red
FIRST AFRICAN BAPTIST CHURCH,FIRST AFRICAN BAPTIST CHURCH,1600-1606 CHRISTIAN STREET,19146,1904,,WATSON & HUCKEL,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,2,CENTRAL,,BAPTIST,BAPTIST,,,,,,,,,,,GRANITE,,,,NO,PSP,YES,NO,772104000,,FIRST AFRICAN BAPTIST,CHURCH,19,"1600  CHRISTIAN STREET Philadelphia, PA",,,small_red
TABOR LUTHERAN CHURCH,TABOR EVANGELISTIC LUTHERAN CHURCH,4843 MASCHER STREET,19120,1909,,CARL P. BERGER,NO,NO,NO,NO,NO,NO,PAB REF,,7,NORTH,,LUTHERAN,LUTHERAN,,,,,,,,,,,SCHIST,LIMESTONE,,,NO,NO,NO,NO,776204000,4860 N. HOWARD STREET,GERMAN EVANGELICAL,LUTHERAN CHURCH,288,"4843  MASCHER STREET Philadelphia, PA",,,small_red
SPRUCE HILL CHRISTIAN ACADEMY/SCHOOL,PILLAR OF FIRE SCHOOL; ORIGINAL USE?,4109-4111 BALTIMORE AVENUE,19104,,,,NO,NO,NO,NO,NO,NO,,,3,UNIVERSITY/SOUTHWEST,,,ADAPTIVE REUSE,,,,,,,,,,,,,,,NO,NO,NO,,773594500,,SHCS HOLDINGS INC,,87,"4109  BALTIMORE AVENUE Philadelphia, PA",,,small_red
CALVIN PRESBYTERIAN CHURCH,CALVIN PRESBYTERIAN CHURCH,5931-5943 MASTER STREET,19151,1922,CIRCA,HEACOCK & HOKANSON,NO,NO,NO,NO,NO,NO,PHMC-PAB,PAB REF,4,WEST,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,STONE,,,,NO,NO,NO,NO,774266000,1401 N. 60TH STREET,CALVIN PREBYTERIAN,CHURCH,101,"5931  MASTER STREET Philadelphia, PA",,,small_red
GOD'S CHURCH BY THE FAITH OF PHILADELPHIA,SAINT ALBAN'S EPISCOPAL CHURCH,200 W. TABOR ROAD,19120,1910,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,9,UPPER NORTH,,EPISCOPAL,NON-DENOMINATIONAL,,,,,,,,,,,,,,,YES,NO,NO,YES,776271000,N. 2ND STREET,GOD'S CHURCH BY THE FAITH,,274,"200 W. TABOR ROAD Philadelphia, PA",,,small_red
THIRD MORAVIAN CHURCH,THIRD MORAVIAN CHURCH,3559-3561 KENSINGTON AVENUE,19134,1869,,,NO,NO,NO,NO,NO,NO,,,1,RIVER WARDS,,MORAVIAN,MORAVIAN,,,,,,,,,,,MARBLE,,,,NO,NO,NO,NO,777223000,,UNITED LATIN AMERICAN PEN,,188,"3559  KENSINGTON AVENUE Philadelphia, PA",,,small_red
CHRIST'S PRESBYTERIAN CHURCH,ITALIAN PRESBYTERIAN CHURCH,1010 S. 10TH STREET,19147,1908,CIRCA,CHARLES L. HILLMAN,NO,NO,NO,NO,NO,NO,PHMC-PAB,PAB,1,SOUTH,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,BRICK,,,,NO,NO,NO,NO,771247000,1020 S. 10TH STREET,TRUSTEES OF PRESBYTERY,OF PHILA,24,"1010 S. 10TH STREET Philadelphia, PA",,,small_red
KINGDOM WORSHIP CENTER CHURCH,GRACE LUTHERAN CHURCH?; MANTUA PRESBYTERIAN CHURCH (OLDEST)?,3500 SPRING GARDEN STREET,19104,1911,,,NO,NO,NO,NO,NO,NO,OPA,,3,UNIVERSITY/SOUTHWEST,,PRESBYTERIAN,NON-DENOMINATIONAL,,,,,,,,,,,,,,,NO,NO,NO,YES,774296000,,GARDINER ANTOINE,,90,"3500  SPRING GARDEN STREET Philadelphia, PA",,US,small_red
CHESTNUT HILL UNITED METHODIST CHURCH,CHESTNUT HILL UNITED METHODIST CHURCH,8810-8814 GERMANTOWN AVENUE,19118,1885,CIRCA,,NO,NO,NO,CHESTNUT HILL,NO,NO,PAB,,8,UPPER NORTHWEST,,METHODIST,METHODIST,,,,,,,,,,,,,,,YES,NO,NO,NO,775168005,,CHESTNUT HILL UNITED METH,,224,"8810  GERMANTOWN AVENUE Philadelphia, PA",,,small_red
OUR MOTHER OF SORROWS CATHOLIC CHURCH,OUR MOTHER OF SORROWS CATHOLIC CHURCH,4800-4814 LANCASTER AVENUE,19131,1867,,EDWIN F. DURANG; FRANK WATSON,NO,NO,NO,NO,NO,NO,PCP,,3,WEST,,ROMAN CATHOLIC,ROMAN CATHOLIC,,,,,,,,,,,STONE,,,,YES,NO,NO,NO,774215000,1030 N. 48TH STREET; WYALUSING STREET,DENNIS J DOUGHERTY,,111,"4800  LANCASTER AVENUE Philadelphia, PA",,,small_red
WE ARE MORE THAN CONQUERORS DELIVERANCE MINISTRIES,WEST PHILADELPHIA JEWISH COMMUNITY CENTER,11-19 COBBS CREEK PKY,19139,1928,,,NO,NO,NO,NO,NO,NO,"HISTORIC SYNAGOGUES OF PHILADELPHIA (PREISLER), P. 93",,3,WEST,,JUDAISM,NON-DENOMINATIONAL,,,,,,,,,,,,,,,NO,NO,NO,YES,774126000,11-19 S. 63RD STREET,PHILADELPHIA-SUBURBAN DEV,,83,"11  COBBS CREEK PARKWAY Philadelphia, PA",,,small_red
CHAPEL OF THE GESU (SAINT JOSEPH'S PREPARATORY SCHOOL),CHAPEL OF THE GESU,1734-1754 W. THOMPSON STREET,19130,1888,,EDWIN F. DURANG,NO,NO,NO,NO,NO,YES,MOSS,MOSS,5,LOWER NORTH,,ROMAN CATHOLIC,ROMAN CATHOLIC,RESTORATION,1990,JOHN BLATTEAU ASSOCIATES,,,,,,,,BRICK,IRON,,,YES,NO,NO,NO,772541000,,SAINT JOSEPH'S PREPARATOR,,140,"1734 W. THOMPSON STREET Philadelphia, PA",,,small_red
OLD SHIP OF ZION BAPTIST CHURCH,HOPE BAPTIST CHURCH,2422-2424 W. YORK STREET,19132,1910,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,5,LOWER NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,,,,,NO,NO,NO,NO,775346000,,OLD SHIP OF ZION BAPTIST,,168,"2422 W. YORK STREET Philadelphia, PA",,,small_red
GREATER SAINT LUKE'S DISCIPLE CHURCH,HIGHWAY MISSION TABERNACLE UNION?,1500-1506 RACE STREET,19121,1865,,,NO,NO,NO,NO,NO,NO,PHMC,,5,LOWER NORTH,,,PENTECOSTAL,,,,,,,,,,,BRICK,,,,NO,NO,NO,,772188003,,GREATER ST LUKE DISCIPLE,,139,"2124 W. OXFORD STREET Philadelphia, PA",,,small_red
CHESTNUT STREET BAPTIST CHURCH,BEREAN BAPTIST CHURCH,4017-4021 CHESTNUT STREET,19104,1895,CIRCA,FRANK R. WATSON,NO,NO,NO,NO,NO,NO,PHMC; PAB,,3,UNIVERSITY/SOUTHWEST,,BAPTIST,BAPTIST,,,,,,,,,,,GRANITE,SANDSTONE,,,NO,NO,NO,NO,773081000,,WEST PARK CHURCH OF DELIV,,88,"4017  CHESTNUT STREET Philadelphia, PA",,,small_red
TRINITY CHELTEN UNITED METHODIST CHURCH,CHELTEN AVENUE UNITED METHODIST CHURCH,2145-2155 E. CHELTEN AVENUE,19138,1895,,,NO,NO,NO,NO,NO,NO,,,8,UPPER NORTH,,METHODIST,METHODIST,,,,,,,,,,,SCHIST,LIMESTONE,,,NO,NO,NO,NO,776105000,,UNITED FELLOWSHIP CHURCH,,277,"2145 E. CHELTEN AVENUE Philadelphia, PA",,,small_red
GRACE ORTHODOX PRESBYTERIAN CHURCH,CARMEL UNITED CHURCH OF CHRIST,7201-7203 ELMWOOD AVENUE,19142,1910,,WILLIAM KOELLER,NO,NO,NO,NO,NO,NO,PCHP,NO PAB REF,2,LOWER SOUTHWEST,,UNITED CHURCH OF CHRIST (UCC),ORTHODOX PRESBYTERIAN,,,,,,,,,,,BRICK,,,,NO,NO,NO,YES,773102000,,SOUTHWEST REFORMED,FELLOWSHIP,60,"7201  ELMWOOD AVENUE Philadelphia, PA",,,small_red
SAINT PAUL UNITED HOLY CHURCH,METHODIST EPISCOPAL CHURCH (1942 LAND USE MAP),5724-5730 HAVERFORD AVENUE,19131,1952,,,NO,NO,NO,NO,NO,NO,,,4,WEST,,METHODIST EPISCOPAL,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,YES,774187000,,MT SINAI HOLY CHURCH,OF AMERICA,102,"5724  HAVERFORD AVENUE Philadelphia, PA",,,small_red
HIGH STREET CHURCH OF GOD,SAINT MICHAEL'S PROTESTANT EPISCOPAL CHURCH,222-242 E. HIGH STREET,19144,1916,,GEORGE NATRASS & SON? F.C. WITHERS?,NO,NO,NO,NO,NO,NO,PHMC,,8,UPPER NORTHWEST,,EPISCOPAL,PENTECOSTAL,,,,,,,,,,,STONE,,,,YES,NO,NO,YES,775200000,,NORTH PHILA CHURCH OF GOD,,246,"222 E. HIGH STREET Philadelphia, PA",,,small_red
WORD ALIVE WORSHIP CENTER,,801-807 W. LUZERNE STREET,19140,1928,,,NO,NO,NO,NO,NO,NO,MAPS CONFIRM CHURCH ON SITE BETWEEN 1910 AND 1942,,7,NORTH,,,NON-DENOMINATIONAL,,,,,,,,,,,,,,,NO,NO,NO,,777246000,,WORD ALIVE WORSHIP CENTER,,197,"801 W. LUZERNE STREET Philadelphia, PA",,,small_red
40TH STREET CHURCH OF GOD,MANTUA BAPTIST CHURCH,651-659 N. 40TH STREET,19104,1888,CIRCA,ISAAC PURSELL,NO,NO,NO,NO,NO,NO,"PHMC-PHC, CLIO","PHMC-PHC, CLIO",3,WEST,,BAPTIST,PENTECOSTAL,,,,,,,,,,,,,DOCUMENTATION IS CONFUSING. POSSIBLE ROOF FIRE OR ABORTED CONSTRUCTION AFFECTED SECOND STORY. (PHMC-PHC-CLIO),,NO,NO,NO,YES,774358000,,40TH ST + FAIRMOUNT,AVE CHURCH OF GOD,108,"651 N. 40TH STREET Philadelphia, PA",CLOSED?,,small_red
FORMER OAK LANE UNITED CHURCH OF CHRIST,REFORMED CHURCH OF OAK LANE,6547 N. 7TH STREET,19126,1905,,VALENTINE LEE,NO,NO,NO,NO,NO,NO,PSP FILES,PSP FILES,9,UPPER NORTH,,REFORMED/UNITED CHURCH OF CHRIST (UCC),N/A,,,,,,,,,,,SCHIST,,,,YES,NO,NO,NO,776323000,,OAK LANE UNITED CHURCH,OF CHRIST,270,"6547 N. 7TH STREET Philadelphia, PA",FOR SALE,,small_red
NORTH PENN BAPTIST CHURCH,NORTH PENN BAPTIST CHURCH,2425 N. 27TH STREET,19132,1911,CIRCA,CHARLES M. WELLS,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,5,LOWER NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,SCHIST,GRANITE,,,NO,NO,YES,NO,775362000,,NORTH PENN BAPTIST,CHURCH,169,"2425 N. 27TH STREET Philadelphia, PA",,,small_red
FIRST PRESBYTERIAN CHURCH OF OLNEY,FIRST PRESBYTERIAN CHURCH OF OLNEY,239 W. TABOR ROAD,19120,1910,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,9,UPPER NORTH,,PRESBYTERIAN,PRESBYTERIAN - PC(USA),,,,,,,,,,,,,,,NO,NO,NO,NO,776272000,5435 N. 3RD STREET,1ST PRESBYTERIAN,CHURCH OF OLNEY,274,"239 W. TABOR ROAD Philadelphia, PA",,,small_red
FAITH TABERNACLE HOLINESS CHURCH,CARMEL PRESBYTERIAN CHURCH,2204-2206 N. 19TH STREET,19132,1908,,,NO,NO,NO,NO,NO,NO,OPA,,5,LOWER NORTH,,PRESBYTERIAN,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,YES,776349700,,COOK THOMAS,SWEET JOHN HENRY,168,"2204 N. 19TH STREET Philadelphia, PA",,,small_red
BETHEL HOLY TEMPLE CHURCH,ALL SOULS CHURCH FOR THE DEAF MUTE,3220 N. 16TH STREET,19140,1912,,,NO,NO,NO,NO,NO,NO,CDC,,8,NORTH,,EPISCOPAL,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,YES,776340000,,MT SINAI HOLY CHURCH,OF AMERICA,201,"3220 N. 16TH STREET Philadelphia, PA",,,small_red
GREATER FAITH MISSIONARY BAPTIST CHURCH,BELOVED SAINT JOHN BAPTIST CHURCH?,2601 W. LEHIGH AVENUE,19132,1921,,,NO,NO,NO,NO,NO,NO,,,5,NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,GRANITE,CONCRETE,,,NO,NO,NO,NO,775214000,,GREATER FAITH MISSIONARY,,172,"2601 W. LEHIGH AVENUE Philadelphia, PA",,,small_red
SECOND TRUE LIGHT PENTECOSTAL CHURCH,BETHLEHEM MORAVIAN CHAPEL,2320-2324 N. HANCOCK STREET,19133,1875,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,7,LOWER NORTH,,MORAVIAN,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,YES,777193000,,THE ROCK OF HOREB,PENTACOSTAL CHURCH INC,163,"2320 N. HANCOCK STREET Philadelphia, PA",,,small_red
NEW COMFORT BAPTIST CHURCH,MESSIAH GATEWAY CHURCH; SAINT ANDREW'S CHURCH OF CHRIST; SAINT ANDREW'S REFORMED CHURCH (ORIGINAL?),2200-2214 SNYDER AVENUE,19145,1921,,CHARLES W. BOLTON & SON,NO,NO,NO,NO,NO,NO,,,2,SOUTH,,,BAPTIST,,,,,,,,,,,SCHIST,LIMESTONE,,,NO,NO,NO,,773147000,,PRIMERA IGLESIA HISPANA D,,37,"2200  SNYDER AVENUE Philadelphia, PA",,,small_red
GOSPEL LIGHT CHURCH,NEW APOSTOLIC CHURCH,1712-1714 W. ONTARIO STREET,19140,1929,,,NO,NO,NO,NO,NO,NO,PCHP,NO PAB,8,NORTH,,APOSTOLIC,PENTECOSTAL,,,,,,,,,,,BRICK,,,,NO,NO,NO,YES,776225000,,THE GOSPEL LIGHT CHURCH,OF PHILA,201,"1712 W. ONTARIO STREET Philadelphia, PA",,,small_red
SAINT JOHN'S AFRICAN METHODIST EPISCOPAL CHURCH,,7039 GREENWAY AVENUE,19142,1895,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,2,LOWER SOUTHWEST,,,AFRICAN METHODIST EPISCOPAL,,,,,,,,,,,CINDER,BRICK,,,NO,NO,NO,,773113000,,ST JOHN'S AFRICAN METHODI,,64,"7039  GREENWAY AVENUE Philadelphia, PA",,,small_red
WYOMING AVENUE BAPTIST CHURCH,WYOMING AVENUE BAPTIST CHURCH,123-125 E. WYOMING AVENUE,19120,1922,,HEACOCK & HOKANSON,NO,NO,NO,NO,NO,NO,PAB,,7,NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,SCHIST,,,,NO,NO,NO,NO,776302000,,WYOMING AVE BAPTIST,CHURCH OF PHILA,288,"123 E. WYOMING AVENUE Philadelphia, PA",,,small_red
IGLESIA DE DIOS PENTECOSTAL,PALETHORPE MEMORIAL PRESBYTERIAN CHURCH,3109-3123 N. 2ND STREET,19133,1916,CIRCA,FRANCIS F. DURANG SR.; ARTHUR THOMAS SMITH,NO,NO,NO,NO,NO,NO,PAB REF,PAB REF,7,NORTH,,PRESBYTERIAN,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,YES,777366000,PALETHORP STREET; W. CLEARFIELD STREET,IGLESIA DE DIOS,PENTECOSTAL INC,176,"3109 N. 2ND STREET Philadelphia, PA",,,small_red
NEW BEGINNING FELLOWSHIP INC.,THIRD BAPTIST CHURCH IN GERMANTOWN,206 E. WISTER STREET,19144,1890,CIRCA,J. FRANKLIN STUCKERT?,NO,NO,NO,NO,NO,NO,PHMC-PAB,PAB REF,8,UPPER NORTHWEST,,BAPTIST,PENTECOSTAL,,,,,,,,,,,SCHIST,BROWNSTONE,,,NO,NO,NO,YES,776296000,,TABERNACLE HAITIEN DE,PHILADELPHIE,245,"206 E. WISTER STREET Philadelphia, PA",,,small_red
OLNEY BAPTIST CHURCH,OLNEY BAPTIST CHURCH,237 W. CHEW AVENUE,19120,1924,,,NO,NO,NO,NO,NO,NO,,,9,UPPER NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,SCHIST,SANDSTONE,,,NO,NO,NO,NO,776116000,,OLNEY BAPTIST CHURCH,OF PHILA,274,"237 W. CHEW AVENUE Philadelphia, PA",,,small_red
FORMER SAINT ALOYSIUS CATHOLIC CHURCH,SAINT ALOYSIUS CATHOLIC CHURCH,2604-2608 TASKER STREET,19145,1924,,CHARLES F. SCHAEF,NO,NO,NO,NO,NO,NO,"OUR FAITH-FILLED HERITAGE, P. 177",,2,SOUTH,,ROMAN CATHOLIC,N/A,,,,,,,,,,,BRICK,LIMESTONE,,,NO,NO,NO,NO,773157000,,MIRACLE TEMPLE OF CHRIST,,32,"2604  TASKER STREET Philadelphia, PA",CLOSED,,small_red
"FIRST CHURCH OF OUR LORD JESUS CHRIST OF APOSTOLIC FAITH, INC.",FRANKFORD AVENUE BAPTIST CHURCH,2437-2449 FRANKFORD AVENUE,19125,1896,,,NO,NO,NO,NO,NO,NO,PCHP,,1,RIVER WARDS,,BAPTIST,PENTECOSTAL,ADDITIONS/ALTERATIONS (PAB),1914,STEARNS & CASTOR,,,,,,,,MARBLE,,,,NO,NO,NO,YES,777130702,,FIRST CHURCH OF OUR LORD,JESUS CHRIST OF APOSTOLIC,161,"2437  FRANKFORD AVENUE Philadelphia, PA",,,small_red
OPEN DOOR MISSION TRUE LIGHT CHURCH,EBENEZER METHODIST CHURCH,401-415 N. 52ND STREET,19139,1903,,GEORGE SAVAGE,NO,NO,NO,NO,NO,NO,,,3,WEST,,METHODIST,PENTECOSTAL,,,,,,,,,,,GNEISS,TERRA COTTA,,,NO,NO,NO,YES,774403000,,OPEN DOOR MISSION,TRUE LIGHT CHURCH INC,103,"401 N. 52ND STREET Philadelphia, PA",,,small_red
FORMER KING OF PEACE CATHOLIC CHURCH,KING OF PEACE CATHOLIC CHURCH,1301 S. 26TH STREET,19146,1926,CIRCA,,NO,NO,NO,NO,NO,NO,PAB,,2,SOUTH,,ROMAN CATHOLIC,N/A,,,,,,,,,,,BRICK,,CLOSED 2004,,NO,NO,NO,NO,773256001,2500 WHARTON STREET,CHURCH OF PENTECOST (USA,,32,"1301 S. 26TH STREET Philadelphia, PA",CLOSED,,small_red
HOLY CROSS LUTHERAN CHURCH,KREUZ LUTHERAN CHURCH,815 W. LEHIGH AVENUE,19133,1899,,EMIL H.C. HARTMANN,NO,NO,NO,NO,NO,NO,,,7,NORTH,,LUTHERAN,LUTHERAN,,,,,,,,,,,SCHIST,,,,NO,NO,NO,NO,777235000,,TRUSTEES OF CHRISTIAN LOV,,175,"815 W. LEHIGH AVENUE Philadelphia, PA",,,small_red
HARVEST TIME CHRISTIAN FELLOWSHIP,,4001-4015 N. 9TH STREET,19140,1942,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,7,NORTH,,,NON-DENOMINATIONAL,,,,,,,,,,,,,,,NO,NO,NO,,777412000,,INTERNATIONAL CITY COMMUN,,197,"4001 N. 9TH STREET Philadelphia, PA",,,small_red
ZION AFRICAN METHODIST EPISCOPAL CHURCH,ZION AFRICAN METHODIST EPISCOPAL CHURCH,1600-1606 S. 21ST STREET,19145,1928,,GEORGE E. SAVAGE,NO,NO,NO,NO,NO,NO,COOPERMAN,COOPERMAN,2,SOUTH,,AFRICAN METHODIST EPISCOPAL,AFRICAN METHODIST EPISCOPAL,,,,,,,,,,,SCHIST,,,,NO,NO,YES,NO,773231000,,ZION MISSION CHURCH OF,PHILA A CORP,31,"1600 S. 21ST STREET Philadelphia, PA",,,small_red
GREATER BETHEL TEMPLE,IMMANUEL EVANGELICAL LUTHERAN CHURCH,4610 TACKAWANNA STREET,19124,1868,,,NO,NO,NO,NO,NO,NO,IMMANUEL EVANGELICAL LUTHERAN WEBSITE,,7,LOWER NORTHEAST,,LUTHERAN,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,YES,778296000,PLUM STREET,GREATER BETHEL TEMPLE INC,,300,"4610  TACKAWANNA STREET Philadelphia, PA",,,small_red
MOUNT SINAI TABERNACLE BAPTIST CHURCH,NORTHWEST BAPTIST CHURCH,2737 W. LEHIGH AVENUE,19132,1917,,J. FLETCHER STREET; STACKHOUSE,NO,NO,NO,NO,NO,NO,,,5,NORTH,,BAPTIST,BAPTIST,,,,,,,,,,,SCHIST,CONCRETE,,,NO,NO,NO,NO,281379501,,MOUNT SINAI TABERNACLE BA,,172,"2737 W. LEHIGH AVENUE Philadelphia, PA",,,small_red
NEW LIFE CATHEDRAL OF PRAISE,SAINT BONAVENTURE CATHOLIC CHURCH - CLOSED 1993,2842-2846 N. 9TH STREET,19133,1894,,EDWIN F. DURANG,NO,NO,NO,NO,NO,NO,,,7,NORTH,COMPLEX,ROMAN CATHOLIC,PENTECOSTAL,,,,,,,,,,,SANDSTONE,GRANITE,CLOSED IN 1993; PURCHASED BY NEW LIFE EVANGELISTIC CHURCH IN 1997,,NO,NO,NO,YES,777408010,,NEW LIFE EVANGELISTIC,CHURCH,175,"2842 N. 9TH STREET Philadelphia, PA",,,small_red
CHESTNUT HILL FRIENDS MEETING HOUSE,CHESTNUT HILL FRIENDS MEETING HOUSE,100 E. MERMAID LANE,19118,1931,,HEACOCK & HOKANSON,NO,NO,NO,NO,NO,YES,PAB,,8,UPPER NORTHWEST,,RELIGIOUS SOCIETY OF FRIENDS (QUAKER),RELIGIOUS SOCIETY OF FRIENDS (QUAKER),ADDITIONS/ALTERATIONS (PAB),1944,HEACOCK & PLATT,WING FOR FIRST DAY SCHOOL (PAB),1963,RICHARD ASHBRIDGE YARNALL,,,,,,,,,NO,NO,NO,NO,775237000,,CHESTNUT HILL MONTHLY MEE,,257,"100 E. MERMAID LANE Philadelphia, PA",,,small_red
PENTECOSTAL BRIDEGROOM TEMPLE,LUTHERAN CHURCH OF THE ADVOCATE?,6401 E. WISTER STREET,19144,1933,CIRCA,THOMAS & MARTIN,NO,NO,NO,NO,NO,NO,PHMC-PAB,,8,UPPER NORTHWEST,,LUTHERAN,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,YES,775343000,WYNCOTE STREET?,PENTECOSTAL BRIDEGROOM TE,,277,"6401 E. WISTER STREET Philadelphia, PA",,,small_red
EL BUEN SAMARITANO TEMPLO PENTECOSTAL,LUTHERAN CHURCH,501 W. SEDGLEY AVENUE,19140,1910,PRE,,NO,NO,NO,NO,NO,NO,PHILAGEOHISTORY,,7,NORTH,,LUTHERAN,PENTECOSTAL,,,,,,,,,,,,,,,NO,NO,NO,YES,777296000,2344 N. 5TH STREET?,CONGREGATION OF IGLESIA,EL BUEN SAMARITANO,199,"501 W. SEDGLEY AVENUE Philadelphia, PA",,,small_red
"PHILADELPHIA PRAYER, PRAISE AND WORSHIP CENTER",EZEKIEL BAPTIST CHURCH,230 S. 51ST STREET,19139,1905,,HENRY L. REINHOLD,NO,NO,NO,NO,NO,NO,"PHMC-PHC, CLIO","PHMC-PHC, CLIO",3,WEST,,BAPTIST,PENTECOSTAL,,,,,,,,,,,BRICK,,,,NO,NO,NO,YES,774397000,,PHILA PRAYER PRAISE AND,WORSHIP CENTER CHURCH,85,"230 S. 51ST STREET Philadelphia, PA",,,small_red
MOUNT ZION GREATER HIGHWAY CHURCH OF CHRIST,SAINT STEPHEN ROMAN CATHOLIC CHURCH - CLOSED 1993,3801-3819 N. BROAD STREET,19140,1896,,FRANK R. WATSON,NO,NO,NO,NO,NO,NO,CENSUS OF STAINED GLASS-PAB,,5,NORTH,,ROMAN CATHOLIC,PENTECOSTAL,,,,,,,,,,,BROWNSTONE,LIMESTONE,,,YES,NO,NO,YES,777090001,,UNIVERSAL CHURCH INC,,203,"3801 N. BROAD STREET Philadelphia, PA",,,small_red
REFUGE TEMPLE HOUSE OF PRAYER,SAINT MARTIN CHURCH,1000 OAK LANE AVENUE,19126,1891,,PURSELL & FRY,NO,NO,NO,NO,NO,NO,,,9,UPPER NORTH,,EPISCOPAL,PENTECOSTAL,ADDITIONS AND ALTERATIONS (PAB),1904,PURSELL & FRY,,,,,,,ELLWOOD POTTS,,,,,YES,NO,NO,YES,776215000,,REFUGE TEMPLE HOUSE OF PR,,269,"1000  OAK LANE AVENUE Philadelphia, PA",,,small_red
HOLY TEMPLE OF DELIVERANCE CHURCH,PLEASANTVIEW BAPTIST CHURCH; FIRST CONGREGATIONAL CHURCH (ORIGINAL),124-128 W. SEYMOUR STREET,19144,1889,CIRCA,J. FRANKLIN STUCKERT,NO,NO,NO,NO,NO,NO,PAB REF,,8,UPPER NORTHWEST,,CONGREGATIONAL,PENTECOSTAL,,,,,,,,,,,,,,,YES,NO,NO,YES,776263000,,HOLY TEMPLE OF DELIVERANC,,244,"124 W. SEYMOUR STREET Philadelphia, PA",,,small_red
CAMBODIAN STUDENTS COUNCIL? ADATH SHALOM?,BETH SAMUEL SYNAGOGUE,2353-2355 S. MARSHALL STREET,19148,1927,CIRCA,MAX A. BERNHARDT,NO,NO,NO,NO,NO,NO,PHMC-PAB,PAB REF,1,SOUTH,,JUDAISM,JUDAISM,,,,,,,,,,,BRICK,,,,NO,NO,NO,NO,771131000,RITNER STREET?,KHMER BUDDHIST HUMANITARI,,41,"2353 S. MARSHALL STREET Philadelphia, PA",CLOSED?,,small_red
